age,weight,height,income_lpa,smoker,city,occupation,insurance_premium_category,,,,,,
38,76,191,10.56,TRUE,Bhopal,Businessman,Medium,,,,,,
50,68,194,34.81,TRUE,Varanasi,Plumber,High,,,,,,
59,48,170,37.1,FALSE,Bhopal,Government Employee,Medium,,,,,,
30,98,194,16.12,FALSE,Faridabad,Doctor,Low,,,,,,
36,75,166,36.35,FALSE,Bangalore,Factory Worker,Medium,,,,,,
56,49,158,26.1,FALSE,Rajkot,Carpenter,Medium,,,,,,
41,64,183,16.56,FALSE,Ahmedabad,Architect,Low,,,,,,
31,55,186,40.12,FALSE,Jaipur,Engineer,Medium,,,,,,
44,81,180,38.9,FALSE,Surat,Teacher,Low,,,,,,
46,48,189,45.84,FALSE,Pune,Software Engineer,Medium,,,,,,
43,91,151,3.12,FALSE,Indore,HR Manager,Medium,,,,,,
52,94,155,37.45,FALSE,Visakhapatnam,Electrician,High,,,,,,
46,56,186,45.65,FALSE,Amritsar,Insurance Agent,Medium,,,,,,
37,69,154,16.8,TRUE,Jaipur,Insurance Agent,High,,,,,,
22,84,179,36.64,FALSE,Ludhiana,Lawyer,Low,,,,,,
22,76,171,16.32,FALSE,Ahmedabad,Driver,Low,,,,,,
48,85,152,32.01,FALSE,Ranchi,Lawyer,Medium,,,,,,
22,96,165,25.94,FALSE,Ranchi,Lawyer,Medium,,,,,,
20,98,179,39.51,FALSE,Amritsar,Content Writer,Medium,,,,,,
29,62,186,20.59,FALSE,Chennai,Architect,Low,,,,,,
58,57,186,45.61,TRUE,Meerut,Government Employee,High,,,,,,
53,82,170,29.56,TRUE,Jaipur,Nurse,High,,,,,,
30,53,193,35.88,TRUE,Nagpur,Lab Technician,Medium,,,,,,
22,89,166,36.97,FALSE,Ghaziabad,Insurance Agent,Medium,,,,,,
42,61,160,38.67,FALSE,Ludhiana,Lawyer,Low,,,,,,
28,79,165,47.74,TRUE,Ludhiana,Shop Owner,High,,,,,,
54,77,165,22.33,TRUE,Hyderabad,Carpenter,High,,,,,,
49,58,150,11.07,FALSE,Kanpur,Lawyer,Medium,,,,,,
20,52,165,46.34,FALSE,Lucknow,Doctor,Low,,,,,,
34,54,174,9.22,FALSE,Jaipur,Retail Manager,Low,,,,,,
31,53,176,3.71,TRUE,Ahmedabad,Data Analyst,Medium,,,,,,
56,92,154,17.53,FALSE,Jaipur,Shop Owner,Low,,,,,,
22,73,153,45.5,FALSE,Delhi,Lab Technician,Medium,,,,,,
45,88,156,45.15,FALSE,Rajkot,Insurance Agent,Medium,,,,,,
49,90,157,24.34,TRUE,Kanpur,Factory Worker,High,,,,,,
18,95,188,27.91,FALSE,Visakhapatnam,Pharmacist,Medium,,,,,,
30,53,175,9.47,TRUE,Patna,Lab Technician,Medium,,,,,,
34,76,190,9.3,TRUE,Rajkot,Shop Owner,Medium,,,,,,
26,91,181,38.85,FALSE,Agra,Marketing Manager,Low,,,,,,
62,84,167,38.64,FALSE,Bhopal,Carpenter,High,,,,,,
34,74,152,17.07,FALSE,Delhi,Real Estate Agent,Medium,,,,,,
59,86,188,5.5,FALSE,Surat,Civil Servant,Low,,,,,,
33,64,193,7.02,FALSE,Ahmedabad,Architect,Low,,,,,,
38,81,167,24.4,FALSE,Visakhapatnam,Architect,Medium,,,,,,
40,97,158,16.83,FALSE,Varanasi,Nurse,Medium,,,,,,
56,51,154,16.63,FALSE,Indore,Electrician,Low,,,,,,
56,93,157,40.34,FALSE,Ranchi,Driver,High,,,,,,
56,78,171,19.4,FALSE,Visakhapatnam,Real Estate Agent,Medium,,,,,,
55,62,190,41.61,FALSE,Nashik,Driver,Medium,,,,,,
35,81,156,10.44,TRUE,Indore,Businessman,Medium,,,,,,
64,47,170,39.34,FALSE,Nashik,Real Estate Agent,Medium,,,,,,
54,91,194,24.85,FALSE,Indore,Doctor,Medium,,,,,,
23,92,178,49.57,FALSE,Patna,Software Engineer,Low,,,,,,
27,88,194,35.02,FALSE,Faridabad,Pharmacist,Low,,,,,,
19,83,174,33.99,FALSE,Agra,Electrician,Low,,,,,,
56,95,173,30.62,TRUE,Bangalore,Real Estate Agent,High,,,,,,
35,50,184,41.84,FALSE,Srinagar,Doctor,Medium,,,,,,
27,75,183,22.28,FALSE,Amritsar,Consultant,Low,,,,,,
34,99,180,35.39,FALSE,Varanasi,Software Engineer,Medium,,,,,,
53,78,192,23.41,FALSE,Amritsar,Carpenter,Medium,,,,,,
34,92,171,40,FALSE,Visakhapatnam,Teacher,Medium,,,,,,
33,84,193,47.02,FALSE,Indore,Plumber,Low,,,,,,
61,57,160,47.68,FALSE,Patna,Content Writer,Medium,,,,,,
22,69,151,16.71,FALSE,Kolkata,Doctor,Low,,,,,,
23,77,166,27.91,TRUE,Srinagar,Carpenter,High,,,,,,
62,92,167,16.27,FALSE,Jaipur,Sales Manager,Medium,,,,,,
20,84,153,5.97,TRUE,Meerut,Electrician,High,,,,,,
32,57,185,4.64,TRUE,Amritsar,Marketing Manager,Medium,,,,,,
57,75,152,18.86,FALSE,Nagpur,Engineer,High,,,,,,
52,59,179,34.33,TRUE,Hyderabad,Content Writer,Medium,,,,,,
50,71,152,40.01,FALSE,Varanasi,Shop Owner,Medium,,,,,,
43,51,162,3.53,FALSE,Delhi,Lawyer,Low,,,,,,
38,96,167,45.34,FALSE,Surat,Real Estate Agent,Medium,,,,,,
24,69,169,24.24,TRUE,Jaipur,Carpenter,Medium,,,,,,
46,59,177,18.52,TRUE,Amritsar,Doctor,Medium,,,,,,
50,65,169,8.78,FALSE,Surat,Banker,Low,,,,,,
22,61,166,23.6,FALSE,Ludhiana,Engineer,Low,,,,,,
24,55,152,39.34,FALSE,Kanpur,Software Engineer,Low,,,,,,
22,81,180,4.73,FALSE,Ahmedabad,Sales Manager,Medium,,,,,,
30,66,186,16.79,TRUE,Rajkot,Engineer,Medium,,,,,,
46,65,158,12.52,FALSE,Rajkot,Carpenter,Medium,,,,,,
33,90,158,49.92,FALSE,Ranchi,Software Engineer,Medium,,,,,,
26,67,159,17.39,FALSE,Jaipur,Electrician,Low,,,,,,
48,52,183,46.46,FALSE,Mumbai,Data Analyst,Low,,,,,,
28,80,181,36.5,TRUE,Vadodara,Chef,Medium,,,,,,
63,73,195,38.39,TRUE,Visakhapatnam,HR Manager,High,,,,,,
45,63,165,19.89,FALSE,Lucknow,Engineer,Low,,,,,,
49,78,184,12.16,FALSE,Vadodara,Teacher,Low,,,,,,
50,95,154,23.15,FALSE,Nashik,Data Analyst,Medium,,,,,,
22,57,194,47.2,FALSE,Delhi,Businessman,Low,,,,,,
60,52,165,10.52,TRUE,Patna,Architect,High,,,,,,
29,89,179,45.78,TRUE,Faridabad,Content Writer,High,,,,,,
52,96,187,20.45,FALSE,Vadodara,Real Estate Agent,Medium,,,,,,
55,95,187,3.07,FALSE,Nagpur,Lawyer,Medium,,,,,,
26,86,186,43.32,FALSE,Agra,Pharmacist,Low,,,,,,
63,49,169,35.39,TRUE,Ahmedabad,Plumber,High,,,,,,
21,59,170,39.89,FALSE,Ranchi,Banker,Low,,,,,,
47,48,163,26.83,FALSE,Nashik,Shop Owner,Medium,,,,,,
33,46,151,44.6,FALSE,Delhi,Carpenter,Low,,,,,,
18,58,153,9.27,FALSE,Ludhiana,Driver,Low,,,,,,
47,94,168,6.8,FALSE,Allahabad,Consultant,Medium,,,,,,
43,58,170,27.5,TRUE,Ludhiana,Carpenter,High,,,,,,
57,99,161,34.16,FALSE,Chennai,Shop Owner,High,,,,,,
60,65,176,30.46,FALSE,Amritsar,Insurance Agent,Medium,,,,,,
44,98,154,44.88,TRUE,Faridabad,Pharmacist,High,,,,,,
50,54,163,48.14,FALSE,Faridabad,Civil Servant,Low,,,,,,
46,78,156,47.26,FALSE,Nashik,Data Analyst,Medium,,,,,,
21,79,165,13.5,TRUE,Lucknow,Retail Manager,High,,,,,,
22,97,181,20.05,FALSE,Surat,Lawyer,Low,,,,,,
55,50,161,45.1,TRUE,Ghaziabad,Accountant,High,,,,,,
37,97,170,28.51,FALSE,Ahmedabad,Government Employee,Medium,,,,,,
31,70,185,6.52,FALSE,Mumbai,Marketing Manager,Low,,,,,,
44,65,170,3.2,FALSE,Visakhapatnam,Electrician,Low,,,,,,
22,68,183,8.27,TRUE,Amritsar,Content Writer,Medium,,,,,,
21,60,153,33.41,FALSE,Faridabad,Driver,Low,,,,,,
50,94,167,43.68,TRUE,Bangalore,Nurse,High,,,,,,
45,50,188,2.8,TRUE,Agra,Businessman,High,,,,,,
61,61,186,43.67,FALSE,Bhopal,Pharmacist,Medium,,,,,,
58,88,179,3.91,FALSE,Ranchi,Insurance Agent,Medium,,,,,,
53,75,153,11.03,FALSE,Ranchi,Software Engineer,Medium,,,,,,
48,79,187,35.86,FALSE,Vadodara,Civil Servant,Low,,,,,,
32,95,164,42.67,FALSE,Jaipur,Retail Manager,Medium,,,,,,
36,62,180,6.48,FALSE,Ranchi,Architect,Low,,,,,,
18,54,155,35.61,FALSE,Amritsar,Consultant,Low,,,,,,
26,46,174,14.15,FALSE,Bangalore,Chef,Low,,,,,,
20,45,174,24.5,FALSE,Visakhapatnam,Banker,Low,,,,,,
62,65,165,27.41,FALSE,Delhi,Accountant,Low,,,,,,
61,58,164,29.32,FALSE,Meerut,Plumber,Medium,,,,,,
57,77,190,4.67,FALSE,Meerut,Chef,Low,,,,,,
34,95,193,26.73,FALSE,Vadodara,Data Analyst,Medium,,,,,,
44,90,162,7.76,TRUE,Pune,Teacher,High,,,,,,
56,68,178,6.53,FALSE,Patna,Engineer,Low,,,,,,
25,63,187,6.33,FALSE,Amritsar,Content Writer,Low,,,,,,
31,81,154,49.42,FALSE,Srinagar,Lab Technician,Medium,,,,,,
42,49,175,27.02,FALSE,Amritsar,Teacher,Medium,,,,,,
61,87,157,7.92,TRUE,Lucknow,Civil Servant,High,,,,,,
43,66,175,12.54,FALSE,Ahmedabad,Consultant,Low,,,,,,
56,80,183,45.39,TRUE,Bhopal,Factory Worker,High,,,,,,
62,74,193,15.71,FALSE,Hyderabad,Lawyer,Low,,,,,,
20,54,160,15.36,FALSE,Nagpur,Government Employee,Low,,,,,,
28,71,180,25.66,FALSE,Kanpur,Factory Worker,Low,,,,,,
44,70,163,30.2,FALSE,Nashik,Government Employee,Medium,,,,,,
26,85,173,34.82,FALSE,Delhi,Software Engineer,Low,,,,,,
48,87,151,26.63,TRUE,Chennai,Lawyer,High,,,,,,
30,87,151,34.72,FALSE,Visakhapatnam,Teacher,Medium,,,,,,
28,60,153,19.13,FALSE,Vadodara,Teacher,Low,,,,,,
55,51,161,31.41,TRUE,Bhopal,Chef,High,,,,,,
44,90,162,24.64,FALSE,Mumbai,Government Employee,Low,,,,,,
61,47,151,39.86,TRUE,Bangalore,Lab Technician,High,,,,,,
57,77,194,35.37,FALSE,Nashik,Accountant,Medium,,,,,,
58,67,160,27.56,FALSE,Mumbai,Electrician,Medium,,,,,,
53,89,164,23.13,FALSE,Meerut,Pharmacist,High,,,,,,
29,66,185,47.42,FALSE,Amritsar,Sales Manager,Low,,,,,,
50,72,183,45.95,FALSE,Bhopal,Real Estate Agent,Low,,,,,,
40,99,176,47.91,FALSE,Bangalore,Banker,Medium,,,,,,
19,67,159,31.46,TRUE,Agra,Doctor,High,,,,,,
55,93,185,44.2,TRUE,Ghaziabad,Banker,High,,,,,,
24,91,150,17.76,FALSE,Mumbai,Content Writer,Medium,,,,,,
61,56,172,14.77,FALSE,Chennai,Accountant,Low,,,,,,
42,90,161,14.27,FALSE,Vadodara,Carpenter,Medium,,,,,,
23,48,172,5.1,TRUE,Indore,Driver,Medium,,,,,,
23,80,177,33.62,FALSE,Allahabad,Carpenter,Low,,,,,,
34,91,179,16.47,TRUE,Chennai,Content Writer,High,,,,,,
58,55,179,4.48,FALSE,Amritsar,Retail Manager,Medium,,,,,,
53,75,174,10.7,TRUE,Mumbai,Content Writer,High,,,,,,
23,53,161,40.55,TRUE,Mumbai,Sales Manager,Medium,,,,,,
41,71,188,11.32,TRUE,Chennai,Real Estate Agent,Medium,,,,,,
47,64,181,47.96,FALSE,Meerut,Doctor,Low,,,,,,
31,75,155,28.19,FALSE,Patna,Pharmacist,Low,,,,,,
47,97,178,20.97,FALSE,Visakhapatnam,Marketing Manager,Medium,,,,,,
30,90,168,36.21,FALSE,Visakhapatnam,Real Estate Agent,Medium,,,,,,
48,57,185,21.24,FALSE,Ahmedabad,Real Estate Agent,Medium,,,,,,
44,99,150,29.88,FALSE,Faridabad,Data Analyst,Medium,,,,,,
24,46,181,20.56,FALSE,Patna,Driver,Low,,,,,,
34,66,187,45,TRUE,Jaipur,Banker,Medium,,,,,,
39,89,154,34.54,FALSE,Ludhiana,Retail Manager,Medium,,,,,,
35,72,156,7.23,FALSE,Kanpur,Marketing Manager,Low,,,,,,
45,45,181,40.18,TRUE,Kanpur,Nurse,High,,,,,,
54,90,164,10.52,FALSE,Chennai,Businessman,Medium,,,,,,
48,69,174,13.33,FALSE,Kanpur,Plumber,Low,,,,,,
59,98,161,40.16,FALSE,Jaipur,Lawyer,High,,,,,,
52,63,161,21.4,FALSE,Faridabad,Software Engineer,Medium,,,,,,
62,65,188,10.44,FALSE,Meerut,Carpenter,High,,,,,,
61,75,174,6.72,TRUE,Surat,Electrician,Medium,,,,,,
21,52,160,29.15,FALSE,Nagpur,Engineer,Low,,,,,,
50,96,165,11.01,TRUE,Jaipur,Accountant,High,,,,,,
54,59,170,16.35,FALSE,Bhopal,Insurance Agent,Medium,,,,,,
29,48,181,37.17,FALSE,Nashik,Chef,Low,,,,,,
63,91,170,26.9,FALSE,Nashik,HR Manager,High,,,,,,
52,52,170,29.74,FALSE,Bhopal,Carpenter,Medium,,,,,,
34,55,153,27.48,FALSE,Kolkata,Software Engineer,Low,,,,,,
36,93,152,23.1,FALSE,Rajkot,Government Employee,Medium,,,,,,
64,45,186,37.28,FALSE,Hyderabad,Lawyer,Medium,,,,,,
44,75,194,28.15,FALSE,Surat,Data Analyst,Low,,,,,,
32,90,190,42.85,FALSE,Nagpur,Pharmacist,Low,,,,,,
40,82,178,47.22,FALSE,Nagpur,Retail Manager,Medium,,,,,,
19,76,167,13.56,TRUE,Varanasi,Data Analyst,Medium,,,,,,
44,62,157,49.8,TRUE,Srinagar,Doctor,High,,,,,,
39,52,163,44.72,FALSE,Bhopal,Consultant,Low,,,,,,
27,65,181,27.87,FALSE,Srinagar,Driver,Low,,,,,,
55,83,175,44.43,FALSE,Kanpur,Electrician,Medium,,,,,,
50,86,157,9.87,TRUE,Kanpur,Carpenter,High,,,,,,
60,46,177,26.12,FALSE,Ghaziabad,Software Engineer,Medium,,,,,,
52,97,180,23.67,FALSE,Ahmedabad,Engineer,Low,,,,,,
39,79,163,18.49,TRUE,Amritsar,Accountant,High,,,,,,
48,53,160,12.78,TRUE,Kanpur,Content Writer,Medium,,,,,,
59,63,193,41.27,TRUE,Hyderabad,Content Writer,Medium,,,,,,
44,58,168,5.28,TRUE,Nagpur,Electrician,Medium,,,,,,
49,64,157,42.82,FALSE,Rajkot,Lawyer,Medium,,,,,,
29,60,191,12.3,FALSE,Nagpur,Carpenter,Low,,,,,,
18,53,159,24.51,FALSE,Indore,Insurance Agent,Low,,,,,,
22,89,189,34.54,FALSE,Faridabad,Lawyer,Low,,,,,,
32,83,169,17.83,TRUE,Bangalore,Marketing Manager,High,,,,,,
35,57,188,18.79,FALSE,Varanasi,Civil Servant,Low,,,,,,
55,54,188,7.01,TRUE,Jaipur,Consultant,High,,,,,,
35,59,192,22.03,FALSE,Amritsar,Real Estate Agent,Medium,,,,,,
28,54,164,6.41,FALSE,Allahabad,Real Estate Agent,Low,,,,,,
35,51,181,32.68,FALSE,Lucknow,Engineer,Medium,,,,,,
37,55,159,24.74,FALSE,Visakhapatnam,Government Employee,Low,,,,,,
43,46,182,42.83,FALSE,Ludhiana,Banker,Medium,,,,,,
32,81,181,10.23,TRUE,Kanpur,Real Estate Agent,Low,,,,,,
26,65,183,36.84,FALSE,Delhi,Software Engineer,Low,,,,,,
50,54,156,41.01,FALSE,Bangalore,Lab Technician,Low,,,,,,
52,54,179,27.74,FALSE,Ahmedabad,Lab Technician,Medium,,,,,,
22,55,160,15.56,TRUE,Rajkot,Marketing Manager,Low,,,,,,
52,88,188,11.23,TRUE,Lucknow,Content Writer,High,,,,,,
54,69,150,46.95,FALSE,Agra,Nurse,High,,,,,,
60,70,193,5.38,FALSE,Kanpur,Lawyer,Low,,,,,,
49,65,182,19.82,FALSE,Kanpur,Nurse,Low,,,,,,
39,56,160,13.57,FALSE,Ahmedabad,Insurance Agent,Low,,,,,,
56,73,188,17.76,TRUE,Indore,Banker,High,,,,,,
54,96,177,24,FALSE,Pune,Lab Technician,High,,,,,,
32,57,179,9.17,FALSE,Agra,Software Engineer,Low,,,,,,
50,96,184,46.4,FALSE,Vadodara,Carpenter,Medium,,,,,,
50,90,151,41.07,TRUE,Bhopal,Marketing Manager,High,,,,,,
36,54,169,20.49,TRUE,Allahabad,Government Employee,Medium,,,,,,
47,50,163,16.18,FALSE,Allahabad,Insurance Agent,Low,,,,,,
43,82,190,32.29,TRUE,Hyderabad,Teacher,High,,,,,,
20,58,183,47.6,TRUE,Surat,Retail Manager,High,,,,,,
23,50,154,7.5,FALSE,Amritsar,Chef,Low,,,,,,
48,46,165,40.65,FALSE,Ludhiana,Accountant,Medium,,,,,,
58,97,187,46.55,FALSE,Delhi,Marketing Manager,Medium,,,,,,
21,83,160,28.8,FALSE,Visakhapatnam,Carpenter,Medium,,,,,,
27,57,163,43.39,TRUE,Agra,Marketing Manager,Medium,,,,,,
47,88,166,7.59,FALSE,Delhi,Content Writer,Medium,,,,,,
36,48,169,48.37,FALSE,Rajkot,Nurse,Medium,,,,,,
51,64,190,42.2,FALSE,Bangalore,Accountant,Low,,,,,,
56,45,156,35.31,FALSE,Faridabad,Nurse,Medium,,,,,,
18,89,187,25.23,FALSE,Rajkot,Driver,Low,,,,,,
64,52,195,9.24,FALSE,Lucknow,Government Employee,Medium,,,,,,
25,53,171,13.82,FALSE,Faridabad,Plumber,Low,,,,,,
24,90,180,8.14,TRUE,Pune,Businessman,Medium,,,,,,
53,72,163,32.72,TRUE,Lucknow,Software Engineer,High,,,,,,
46,52,184,19.19,FALSE,Amritsar,Lawyer,Medium,,,,,,
30,81,169,13.06,FALSE,Vadodara,Insurance Agent,Low,,,,,,
38,84,154,5.6,FALSE,Surat,Sales Manager,Medium,,,,,,
51,58,180,13.14,FALSE,Kanpur,Carpenter,Medium,,,,,,
41,51,187,25.22,TRUE,Agra,Content Writer,High,,,,,,
35,76,169,31.71,FALSE,Nashik,Plumber,Medium,,,,,,
56,69,176,11.04,FALSE,Kolkata,Businessman,Low,,,,,,
44,59,174,20.48,TRUE,Faridabad,Electrician,High,,,,,,
31,98,181,40.47,FALSE,Bangalore,HR Manager,Medium,,,,,,
21,61,181,34.13,FALSE,Chennai,Government Employee,Low,,,,,,
29,85,175,11.79,FALSE,Surat,Driver,Low,,,,,,
50,92,155,16.19,FALSE,Pune,Retail Manager,Medium,,,,,,
26,84,161,39.57,TRUE,Pune,Lab Technician,Medium,,,,,,
44,82,182,10.56,FALSE,Nagpur,Accountant,Low,,,,,,
45,58,191,36.3,FALSE,Ahmedabad,Real Estate Agent,Medium,,,,,,
50,60,150,13.96,FALSE,Lucknow,Factory Worker,High,,,,,,
32,87,181,3.98,FALSE,Bhopal,HR Manager,Low,,,,,,
35,99,183,34.58,FALSE,Delhi,Businessman,Medium,,,,,,
20,60,170,10.69,TRUE,Agra,Chef,Medium,,,,,,
44,80,171,35.18,TRUE,Hyderabad,Sales Manager,High,,,,,,
46,63,188,27.35,TRUE,Ahmedabad,Government Employee,High,,,,,,
59,60,186,24.89,TRUE,Bhopal,Chef,High,,,,,,
63,73,166,8.81,TRUE,Nagpur,Marketing Manager,High,,,,,,
53,87,186,2.89,FALSE,Ranchi,Plumber,Medium,,,,,,
34,48,186,36.1,FALSE,Kolkata,Government Employee,Medium,,,,,,
29,95,185,18.24,TRUE,Bhopal,Driver,Medium,,,,,,
23,70,162,10.16,FALSE,Nagpur,Consultant,Low,,,,,,
32,52,178,28.92,FALSE,Meerut,Shop Owner,Medium,,,,,,
19,88,195,30.4,FALSE,Ghaziabad,Engineer,Low,,,,,,
36,69,183,32.01,FALSE,Rajkot,HR Manager,Low,,,,,,
52,65,165,20.06,TRUE,Faridabad,Businessman,Medium,,,,,,
58,66,175,45.63,FALSE,Pune,Lawyer,Medium,,,,,,
61,51,164,18.97,TRUE,Ahmedabad,Chef,High,,,,,,
61,86,173,21.16,FALSE,Srinagar,Factory Worker,Medium,,,,,,
56,65,172,9.66,FALSE,Lucknow,Accountant,Low,,,,,,
45,55,184,33.76,FALSE,Pune,Nurse,Medium,,,,,,
50,73,154,17.82,TRUE,Amritsar,Doctor,High,,,,,,
48,60,151,3.43,TRUE,Patna,Businessman,High,,,,,,
37,47,175,10.53,TRUE,Hyderabad,Businessman,High,,,,,,
22,90,178,24.62,FALSE,Kolkata,Chef,Low,,,,,,
40,74,152,26.87,FALSE,Agra,Carpenter,Medium,,,,,,
18,50,166,37.99,FALSE,Kanpur,Engineer,Low,,,,,,
63,90,166,42.22,FALSE,Varanasi,Consultant,High,,,,,,
55,45,173,14.26,FALSE,Nagpur,Teacher,Medium,,,,,,
37,59,191,4.59,TRUE,Allahabad,Marketing Manager,Medium,,,,,,
52,71,165,35.55,FALSE,Ludhiana,HR Manager,Medium,,,,,,
61,90,178,24.69,FALSE,Ghaziabad,Chef,Medium,,,,,,
54,91,171,4.02,FALSE,Bhopal,Carpenter,Medium,,,,,,
64,55,167,36.68,FALSE,Nashik,Data Analyst,Medium,,,,,,
20,87,183,38.5,TRUE,Rajkot,Software Engineer,High,,,,,,
24,81,194,10.99,FALSE,Varanasi,Consultant,Low,,,,,,
55,82,150,13.11,FALSE,Nagpur,Retail Manager,Medium,,,,,,
54,74,161,32.7,TRUE,Ghaziabad,Civil Servant,High,,,,,,
46,70,194,34.57,FALSE,Nagpur,Architect,Low,,,,,,
63,63,155,16.61,TRUE,Delhi,Banker,High,,,,,,
45,87,191,32.24,TRUE,Vadodara,Factory Worker,High,,,,,,
36,92,164,23.65,TRUE,Lucknow,Data Analyst,High,,,,,,
30,69,162,11.9,FALSE,Kanpur,Electrician,Low,,,,,,
48,94,190,18.09,TRUE,Srinagar,Marketing Manager,High,,,,,,
62,45,160,14.1,TRUE,Srinagar,Content Writer,High,,,,,,
59,57,162,34.77,FALSE,Hyderabad,Civil Servant,Medium,,,,,,
20,99,190,10.82,TRUE,Delhi,Nurse,Medium,,,,,,
19,79,153,43.23,FALSE,Nagpur,Retail Manager,Medium,,,,,,
61,69,150,45.19,FALSE,Faridabad,Engineer,High,,,,,,
63,49,183,32.48,FALSE,Mumbai,Software Engineer,Medium,,,,,,
45,80,163,16.67,FALSE,Mumbai,Civil Servant,Medium,,,,,,
64,48,172,34.94,TRUE,Kolkata,Teacher,High,,,,,,
41,70,163,48.91,FALSE,Srinagar,Nurse,Medium,,,,,,
29,93,184,31.38,FALSE,Vadodara,Shop Owner,Low,,,,,,
47,48,150,36.71,TRUE,Agra,Architect,High,,,,,,
25,51,178,32.68,FALSE,Agra,Factory Worker,Low,,,,,,
59,65,151,6.69,FALSE,Ludhiana,Shop Owner,Medium,,,,,,
62,83,194,43.72,TRUE,Ghaziabad,Chef,High,,,,,,
51,85,193,6.37,FALSE,Ahmedabad,Real Estate Agent,Low,,,,,,
30,78,154,3.91,TRUE,Patna,Carpenter,Medium,,,,,,
26,58,183,41.04,FALSE,Bhopal,Driver,Low,,,,,,
35,47,187,43.63,FALSE,Varanasi,Factory Worker,Medium,,,,,,
49,63,193,33.3,TRUE,Vadodara,Government Employee,High,,,,,,
31,70,187,15.82,FALSE,Varanasi,Doctor,Low,,,,,,
34,68,157,30.65,FALSE,Patna,Consultant,Medium,,,,,,
51,88,192,9.2,FALSE,Bhopal,Retail Manager,Low,,,,,,
43,57,151,22.9,FALSE,Kanpur,Retail Manager,Low,,,,,,
55,57,151,32.29,FALSE,Nagpur,Teacher,Medium,,,,,,
29,93,172,13.68,FALSE,Nagpur,Retail Manager,Low,,,,,,
25,51,189,47.62,TRUE,Mumbai,Insurance Agent,High,,,,,,
55,48,177,39.13,TRUE,Patna,Government Employee,High,,,,,,
37,86,185,17.21,TRUE,Bhopal,Consultant,High,,,,,,
41,54,167,18.46,FALSE,Patna,Real Estate Agent,Medium,,,,,,
39,96,161,21.66,FALSE,Ranchi,Accountant,Medium,,,,,,
60,85,150,42.43,FALSE,Patna,Engineer,High,,,,,,
50,66,164,28.65,FALSE,Ludhiana,Civil Servant,Low,,,,,,
24,52,160,36.39,TRUE,Patna,Nurse,Medium,,,,,,
18,64,167,36.96,FALSE,Meerut,Real Estate Agent,Low,,,,,,
28,65,165,26.33,TRUE,Nashik,Government Employee,Medium,,,,,,
42,49,183,10.75,FALSE,Vadodara,Civil Servant,Medium,,,,,,
51,67,174,44.59,FALSE,Patna,Carpenter,Medium,,,,,,
23,84,175,32.8,FALSE,Jaipur,Lawyer,Low,,,,,,
18,55,160,47.28,FALSE,Varanasi,HR Manager,Low,,,,,,
33,67,187,40.82,FALSE,Kolkata,Pharmacist,Low,,,,,,
31,99,163,32.45,TRUE,Rajkot,Accountant,High,,,,,,
42,60,156,47.23,FALSE,Agra,Shop Owner,Low,,,,,,
58,49,190,40.1,FALSE,Ahmedabad,Banker,Medium,,,,,,
50,98,189,20.16,FALSE,Meerut,Insurance Agent,Medium,,,,,,
45,71,153,24.94,FALSE,Lucknow,Shop Owner,Medium,,,,,,
39,61,165,20.83,TRUE,Varanasi,Pharmacist,Medium,,,,,,
63,52,183,9.12,FALSE,Hyderabad,Doctor,Medium,,,,,,
50,95,159,7.46,FALSE,Ahmedabad,Software Engineer,Medium,,,,,,
20,54,194,38.3,FALSE,Faridabad,Businessman,Low,,,,,,
50,93,164,13.79,TRUE,Lucknow,Sales Manager,High,,,,,,
32,89,156,44.75,FALSE,Meerut,Lawyer,Medium,,,,,,
45,54,172,49.17,FALSE,Varanasi,Banker,Low,,,,,,
61,66,160,31.25,FALSE,Bhopal,Banker,Medium,,,,,,
21,45,150,24.22,FALSE,Amritsar,Content Writer,Low,,,,,,
63,64,170,38.82,FALSE,Agra,Factory Worker,High,,,,,,
30,91,150,20.19,FALSE,Srinagar,Businessman,Medium,,,,,,
38,46,169,16.18,FALSE,Amritsar,Accountant,Low,,,,,,
29,98,173,24.63,FALSE,Ranchi,Lab Technician,Medium,,,,,,
23,53,195,49.66,FALSE,Allahabad,Doctor,Low,,,,,,
48,54,179,24.34,FALSE,Chennai,Lawyer,Medium,,,,,,
30,86,194,7.2,TRUE,Meerut,Banker,High,,,,,,
62,48,174,14.03,TRUE,Amritsar,Sales Manager,High,,,,,,
48,69,150,42.26,FALSE,Faridabad,Architect,Medium,,,,,,
41,94,176,27.03,FALSE,Patna,Content Writer,Medium,,,,,,
62,49,179,19.91,FALSE,Jaipur,Retail Manager,Medium,,,,,,
42,48,179,2.5,FALSE,Amritsar,Factory Worker,Low,,,,,,
48,84,175,28.35,FALSE,Meerut,Chef,Medium,,,,,,
36,52,186,32.85,FALSE,Delhi,Teacher,Medium,,,,,,
20,99,187,22.36,FALSE,Ghaziabad,Lawyer,Low,,,,,,
20,99,150,22.37,FALSE,Ghaziabad,Real Estate Agent,High,,,,,,
55,82,170,4.22,FALSE,Visakhapatnam,Shop Owner,Medium,,,,,,
60,83,192,24.3,TRUE,Surat,Businessman,High,,,,,,
55,98,159,17.2,FALSE,Delhi,Businessman,High,,,,,,
61,98,167,47.95,FALSE,Bhopal,Data Analyst,High,,,,,,
